"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","WDF2","WDF5","WSF2","WSF5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2012-12-28","13.87",,,"0.00","0.0","  320","  320","23.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2012-12-29","9.40",,,"0.69","2.2","   40","   50","30.0","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2012-12-30","19.01",,,"0.04","0.4","  300","  300","30.0","40.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2012-12-31","13.65",,,"0.00","0.0","  280","  260","23.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-01","14.32",,,"0.00","0.0","  270","  270","28.0","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-02","13.65",,,"0.00","0.0","  290","  290","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-03","10.51",,,"0.00","0.0","  300","  280","21.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-04","12.97",,,"0.00","0.0","  230","  250","25.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-05","9.17",,,"0.00","0.0","  290","  270","21.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-06","7.83",,,"0.00","0.0","  270","  260","19.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-07","8.95",,,"0.00","0.0","  360","  330","17.0","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-08","12.75",,,"0.00","0.0","  240","  250","28.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-09","7.83",,,"0.00","0.0","  260","  270","25.1","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-10","15.21",,,"0.00","0.0","  290","  290","32.0","45.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-11","4.47",,,"0.12","0.0","  140","  140","12.1","14.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-12","2.24",,,"0.01","0.0","  130","  120","8.9","12.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-13","6.71",,,"0.00","0.0","  220","  210","16.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-14","13.20",,,"0.00","0.0","  230","  220","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-15","6.26",,,"0.00","0.0","  320","  330","13.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-16","6.49",,,"0.37","3.2","  320","  320","13.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-17","11.41",,,"0.00","0.0","  280","  260","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-18","12.97",,,"0.00","0.0","  300","  320","23.0","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-19","17.45",,,"0.00","0.0","  230","  220","32.0","38.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-20","18.57",,,"0.00","0.0","  230","  250","38.0","46.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-21","10.29",,,"0.01","0.4","  280","  280","23.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-22","14.54",,,"0.00","0.0","  300","  290","23.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-23","14.99",,,"0.00","0.0","  280","  280","25.1","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-24","17.45",,,"0.00","0.0","  290","  290","25.1","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-25","12.53",,,"0.01","0.1","  290","  300","23.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-26","12.08",,,"0.01","0.2","  320","  310","23.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-27","13.87",,,"0.00","0.0","  330","  310","23.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-28","5.59",,,"0.17","1.0","  180","  210","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-29","4.47",,,"0.01","0.1","  340","  330","10.1","14.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-30","14.54",,,"0.06","0.0","  210","  220","30.0","40.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-01-31","26.84",,,"0.31","0.0","  180","  180","48.1","59.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-01","17.00",,,"0.00","0.0","  260","  290","28.0","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-02","12.75",,,"0.00","0.0","  280","  260","21.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-03","8.05",,,"0.03","0.6","  240","  230","17.0","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-04","16.78",,,"0.00","0.0","  260","  260","28.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-05","6.93",,,"0.03","0.6","  280","  290","17.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-06","9.62",,,"0.05","0.7","  280","  280","21.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-07","9.17",,,"0.00","0.0","  320","  330","17.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-08","25.72",,,"0.85","10.1","   40","  340","40.0","76.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-09","21.03",,,"1.00","14.8","   10","   70","36.0","68.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-10","8.50",,,"0.00","0.0","  320","  310","21.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-11","7.38",,,"0.20","0.0","  210","  200","14.1","17.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-12","15.21",,,"0.00","0.0","  290","  280","28.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-13","7.16",,,"0.00","0.0","  270","  270","16.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-14","8.72",,,"0.00","0.0","  160","  140","15.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-15","10.07",,,"0.00","0.0","  210","  210","21.0","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-16","8.50",,,"0.01","0.1","  350","  320","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-17","21.47",,,"0.20","5.1","  300","  290","40.0","53.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-18","19.91",,,"0.00","0.0","  300","  280","33.1","42.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-19","9.62",,,"0.45","0.0","  200","  200","21.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-20","17.00",,,"0.01","0.0","  280","  270","23.9","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-21","17.67",,,"0.00","0.0","  320","  320","25.9","36.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-22","9.40",,,"0.00","0.0","  300","  330","19.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-23","6.26",,,"0.23","0.0","  130","  120","14.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-24","13.20",,,"0.82","1.8","   20","   10","23.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-25","7.16",,,"0.01","0.2","  330","  320","12.1","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-26","6.71",,,"0.00","0.0","   90","   90","17.0","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-27","19.91",,,"1.37","0.0","   90","   90","31.1","38.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-02-28","6.04",,,"0.00","0.0","  280","  200","13.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-01","9.40",,,"0.00","0.0","  330","  320","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-02","8.95",,,"0.00","0.0","  310","  310","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-03","8.95",,,"0.00","0.0","  320","  330","17.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-04","17.45",,,"0.00","0.0","  300","  330","25.1","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-05","10.29",,,"0.00","0.0","  320","  320","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-06","22.82",,,"0.05","0.0","   60","   50","36.0","47.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-07","23.71",,,"0.46","2.6","   40","   20","34.9","44.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-08","18.34",,,"0.94","10.5","   20","   40","38.0","48.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-09","10.96",,,"0.00","0.0","   40","   40","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-10","7.83",,,"0.00","0.0","  130","  190","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-11","9.84",,,"0.00","0.0","  180","  150","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-12","11.63",,,"0.29","0.0","  160","  160","25.1","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-13","12.53",,,"0.00","0.0","  290","  260","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-14","16.78",,,"0.00","0.0","  290","  320","25.1","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-15","15.21",,,"0.00","0.0","  300","  300","25.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-16","8.28",,,"0.00","0.0","  330","  320","19.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-17","11.41",,,"0.00","0.0","  340","  310","23.0","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-18","10.29",,,"0.12","0.9","  100","  100","21.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-19","22.15",,,"1.35","6.3","   30","   30","31.1","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-20","14.32",,,"0.00","0.0","  260","  280","25.9","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-21","5.59",,,"0.02","0.3","  100","  280","12.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-22","12.30",,,"0.00","0.0","  280","  270","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-23","16.55",,,"0.00","0.0","  310","  320","29.1","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-24","10.07",,,"0.00","0.0","  320","  330","23.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-25","13.87",,,"0.00","0.0","   50","   50","25.1","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-26","10.51",,,"0.05","0.0","  360","  300","17.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-27","12.08",,,"0.00","0.0","  340","  350","21.0","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-28","8.50",,,"0.00","0.0","  340","  350","15.0","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-29","8.72",,,"0.01","0.0","  300","  310","21.0","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-30","8.05",,,"0.00","0.0","  110","  300","17.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-03-31","9.84",,,"0.03","0.0","  200","  210","25.9","34.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-01","14.54",,,"0.12","0.0","  270","  270","28.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-02","17.00",,,"0.00","0.0","  260","  270","30.0","40.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-03","19.01",,,"0.00","0.0","  270","  270","28.0","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-04","13.65",,,"0.00","0.0","  220","  250","21.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-05","12.75",,,"0.00","0.0","  320","  310","25.1","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-06","12.08",,,"0.00","0.0","  320","  330","23.9","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-07","15.88",,,"0.00","0.0","  190","  200","33.1","42.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-08","9.84",,,"0.00","0.0","  230","  220","19.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-09","8.72",,,"0.06","0.0","  300","  290","25.1","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-10","6.04",,,"0.19","0.0","  100","  110","18.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-11","6.93",,,"0.04","0.0","   50","  140","16.1","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-12","19.01",,,"0.35","0.0","   90","  120","30.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-13","8.95",,,"0.02","0.0","   40","   30","23.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-14","10.51",,,"0.00","0.0","  290","  290","23.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-15","10.51",,,"0.00","0.0","  110","  110","19.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-16","14.99",,,"0.00","0.0","  210","  220","30.0","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-17","9.62",,,"0.00","0.0","  250","  260","19.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-18","13.65",,,"0.00","0.0","  110","  180","25.1","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-19","17.90",,,"0.05","0.0","  200","  200","30.0","40.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-20","14.99",,,"0.38","0.0","  300","  210","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-21","10.74",,,"0.00","0.0","  290","  300","23.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-22","13.87",,,"0.00","0.0","   70","   60","21.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-23","17.00",,,"0.13","0.0","   40","   10","23.0","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-24","14.54",,,"0.00","0.0","   20","  210","23.0","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-25","10.74",,,"0.03","0.0","  310","  300","25.1","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-26","10.07",,,"0.00","0.0","   70","   70","18.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-27","7.38",,,"0.00","0.0","  120","  120","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-28","9.84",,,"0.00","0.0","  110","  110","23.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-29","9.62",,,"0.00","0.0","  120","  180","19.9","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-04-30","7.38",,,"0.00","0.0","  100","  180","16.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-01","6.26",,,"0.00","0.0","  110","  120","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-02","8.95",,,"0.00","0.0","   70","   70","25.1","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-03","10.07",,,"0.00","0.0","   80","   60","19.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-04","9.17",,,"0.00","0.0","   90","   90","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-05","8.95",,,"0.00","0.0","   90","  100","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-06","6.93",,,"0.00","0.0","   80","   80","15.0","17.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-07","9.40",,,"0.00","0.0","   90","   90","18.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-08","10.96",,,"0.37","0.0","  110","  110","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-09","4.92",,,"0.61","0.0","   70","   90","14.1","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-10","6.71",,,"0.06","0.0","  110","  100","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-11","12.08",,,"0.02","0.0","  200","  210","19.9","42.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-12","10.74",,,"0.04","0.0","  290","  280","25.1","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-13","12.30",,,"0.00","0.0","  290","  250","21.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-14","11.41",,,"0.00","0.0","  320","  320","16.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-15","10.51",,,"0.00","0.0","  190","  200","25.1","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-16","13.20",,,"0.00","0.0","  260","  270","25.1","36.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-17","11.63",,,"0.00","0.0","  320","  320","21.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-18","10.29",,,"0.00","0.0","  110","  110","19.9","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-19","8.05",,,"0.17","0.0","   90","   90","19.9","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-20","6.49",,,"0.04","0.0","  240","  260","15.0","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-21","9.62",,,"0.01","0.0","   40","   50","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-22","8.05",,,"0.05","0.0","  300","  300","18.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-23","10.29",,,"0.05","0.0","  210","  210","25.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-24","9.84",,,"0.57","0.0","  330","  310","18.1","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-25","14.09",,,"0.34","0.0","  290","  290","23.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-26","15.88",,,"0.05","0.0","  300","  320","25.9","38.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-27","9.84",,,"0.00","0.0","  330","  280","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-28","6.71",,,"0.00","0.0","   80","   70","15.0","18.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-29","6.49",,,"0.84","0.0","  230","  240","18.1","25.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-30","10.74",,,"0.00","0.0","  270","  310","19.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-05-31","10.96",,,"0.00","0.0","  230","  240","21.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-01","13.42",,,"0.00","0.0","  230","  240","21.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-02","15.66",,,"0.00","0.0","  200","  200","32.0","40.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-03","10.07",,,"0.71","0.0","  290","  280","18.1","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-04","12.08",,,"0.00","0.0","  290","  270","21.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-05","8.72",,,"0.00","0.0","  110","  180","18.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-06","9.17",,,"0.02","0.0","  120","  120","19.9","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-07","12.08",,,"3.07","0.0","   60","   40","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-08","12.08",,,"0.54","0.0","  270","  330","19.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-09","8.95",,,"0.00","0.0","  260","  290","17.0","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-10","8.28",,,"0.88","0.0","  100","  100","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-11","9.17",,,"1.38","0.0","   90","   90","23.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-12","11.63",,,"0.07","0.0","  330","  330","28.0","38.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-13","8.72",,,"0.72","0.0","   60","   60","23.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-14","11.18",,,"1.02","0.0","   40","   40","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-15","10.51",,,"0.00","0.0","  320","  350","18.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-16","10.51",,,"0.00","0.0","  230","  220","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-17","11.18",,,"0.43","0.0","  340","  330","32.0","44.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-18","6.93",,,"0.63","0.0","   30","   30","23.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-19","10.07",,,"0.00","0.0","   90","   90","16.1","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-20","9.17",,,"0.00","0.0","  120","  200","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-21","8.28",,,"0.00","0.0","  220","  280","16.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-22","12.30",,,"0.00","0.0","  230","  250","21.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-23","13.20",,,"0.00","0.0","  230","  230","23.9","32.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-24","11.41",,,"0.33","0.0","   10","  360","21.9","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-25","11.86",,,"0.00","0.0","  230","  240","23.0","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-26","6.93",,,"0.04","0.0","   30","   20","15.0","19.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-27","7.16",,,"0.03","0.0","   50","  340","13.0","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-28","13.42",,,"0.45","0.0","  190","  200","23.0","29.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-29","12.30",,,"0.07","0.0","  190","  190","21.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-06-30","10.29",,,"0.11","0.0","  200","  200","18.1","23.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-01","8.95",,,"0.03","0.0","  210","  210","21.0","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-02","8.50",,,"0.00","0.0","   70","   70","18.1","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-03","12.30",,,"0.00","0.0","  240","  240","21.9","31.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-04","12.08",,,"0.00","0.0","  240","  250","21.9","30.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-05","12.53",,,"0.00","0.0","  230","  230","19.9","33.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-06","11.41",,,"0.00","0.0","  270","  260","18.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-07","7.61",,,"0.00","0.0","  120","  280","15.0","21.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-08","8.95",,,"0.01","0.0","   60","   60","17.0","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-09","5.82",,,"0.00","0.0","  130","   90","12.1","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-10","10.07",,,"0.01","0.0","  200","  200","23.9","28.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-11","8.05",,,"0.17","0.0","  250","  270","16.1","21.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-12","12.75",,,"0.00","0.0","   40","   40","21.9","25.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-13","6.49",,,"0.00","0.0","   70","   60","12.1","14.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-14","4.92",,,"0.00","0.0","  140","  270","14.1","23.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-15","6.93",,,"0.00","0.0","  120","  110","15.0","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-07-16","6.49",,,"0.01","0.0","  120","  100","14.1","17.0"
