"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","WDF2","WDF5","WSF2","WSF5"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-18","8.95"," 2022"," 2021","1.09","0.0","0.0","   40","   30","21.0","31.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-19","3.80"," 1322"," 0239","0.00","0.0","0.0","  270","   30","12.1","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-20","2.91"," 2256"," 1630","0.00","0.0","0.0","  240","  180","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-21","4.92"," 1658"," 1507","0.00","0.0","0.0","  160","  150","10.1","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-22","6.26"," 1850"," 1336","0.00","0.0","0.0","  130","   50","12.1","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-23","8.05"," 0727"," 1333","0.00","0.0","0.0","   50","   70","15.0","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-24","5.14"," 1106"," 1106","0.03","0.0","0.0","   70","   70","15.0","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-25","3.36"," 1413"," 1415","0.00","0.0","0.0","  180","  180","10.1","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-26","4.47"," 2155"," 1508","0.00","0.0","0.0","  280","  270","8.9","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-27","5.82"," 0555"," 0555","0.06","0.0","0.0","   60","   70","17.9","28.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-28","2.91"," 1654"," 1654","0.00","0.0","0.0","  140","  140","8.9","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-29","5.59"," 0442"," 0441","0.00","0.0","0.0","  220","  230","13.0","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2010-05-30","5.82"," 1718"," 1649","0.00","0.0","0.0","  260","  280","13.0","21.0"
