Date,PRCP,WSF2,WSF5
2010-10-24,0.0,17.0,31.1
2010-10-25,0.0,23.9,32.0
2010-10-26,0.0,21.0,36.0
2010-10-27,0.0,21.9,35.1
2010-10-28,0.0,19.9,30.0
2010-10-29,0.0,23.0,31.1
2010-10-30,0.0,19.9,36.9
2010-10-31,0.0,18.1,30.0
2010-11-01,0.0,6.9,8.1
2010-11-02,0.0,13.0,33.1
2010-11-03,0.0,13.0,16.1
2010-11-04,0.0,15.0,23.0
2010-11-05,0.0,17.0,25.1
2010-11-06,0.0,16.1,21.0
2010-11-07,0.0,19.9,29.1
2010-11-08,0.0,23.9,32.0
2010-11-09,0.0,18.1,31.1
2010-11-10,0.0,17.0,25.9
2010-11-11,0.0,18.1,28.0
2010-11-12,0.0,18.1,25.1
2010-11-13,0.0,16.1,29.1
2010-11-14,0.0,19.9,33.1
2010-11-15,0.0,8.9,25.9
2010-11-16,0.0,15.0,42.9
2010-11-17,0.0,21.9,32.0
2010-11-18,0.0,14.1,25.1
2010-11-19,0.0,14.1,29.1
2010-11-20,0.0,17.0,30.0
2010-11-21,0.0,14.1,30.0
2010-11-22,0.01,15.0,32.0
2010-11-23,0.0,21.9,30.0
2010-11-24,0.0,21.0,29.1
2010-11-25,0.01,14.1,25.1
2010-11-26,0.06,23.9,33.1
2010-11-27,0.0,21.9,30.0
2010-11-28,0.0,16.1,29.1
2010-11-29,0.0,14.1,23.0
2010-11-30,0.0,14.1,28.0
2010-12-01,0.49,23.9,36.0
2010-12-02,0.0,17.0,23.9
2010-12-03,0.0,16.1,25.1
2010-12-04,0.0,16.1,21.0
2010-12-05,0.0,23.0,35.1
2010-12-06,0.0,23.9,36.9
2010-12-07,0.0,21.9,33.1
2010-12-08,0.0,18.1,23.9
2010-12-09,0.0,16.1,21.9
2010-12-10,0.0,8.1,19.9
2010-12-11,0.16,16.1,19.9
2010-12-12,0.39,21.9,29.1
2010-12-13,0.0,21.9,31.1
2010-12-14,0.0,23.9,38.9
2010-12-15,0.0,23.0,35.1
2010-12-16,0.14,8.9,21.0
2010-12-17,0.0,14.1,17.0
2010-12-18,0.0,6.9,10.1
2010-12-19,0.0,18.1,23.9
2010-12-20,0.0,21.9,31.1
2010-12-21,0.0,23.0,30.0
2010-12-22,0.0,14.1,18.1
2010-12-23,0.0,30.0,38.9
2010-12-24,0.0,21.9,29.1
2010-12-25,0.0,8.9,32.0
2010-12-26,0.2,25.1,36.0
2010-12-27,0.01,36.0,49.0
2010-12-28,0.0,21.9,30.0
2010-12-29,0.0,17.0,23.0
2010-12-30,0.0,8.1,8.9
2010-12-31,0.0,6.9,10.1
2011-01-01,0.05,18.1,32.0
2011-01-02,0.17,16.1,25.9
2011-01-03,0.0,21.0,25.1
2011-01-04,0.0,18.1,25.9
2011-01-05,0.0,17.0,21.0
2011-01-06,0.0,10.1,14.1
2011-01-07,0.01,16.1,21.9
2011-01-08,0.0,17.0,28.0
2011-01-09,0.0,25.9,35.1
2011-01-10,0.0,17.0,23.0
2011-01-11,0.2,18.1,25.1
2011-01-12,0.0,23.0,40.0
2011-01-13,0.0,21.9,31.1
2011-01-14,0.0,16.1,19.9
2011-01-15,0.0,21.0,25.9
2011-01-16,0.0,15.0,23.0
2011-01-17,0.38,14.1,19.9
2011-01-18,1.2,17.0,23.9
2011-01-19,0.0,15.0,21.0
2011-01-20,0.0,13.0,23.9
2011-01-21,0.22,25.1,36.0
2011-01-22,0.0,19.9,25.1
2011-01-23,0.0,23.0,83.0
2011-01-24,0.0,8.9,12.1
